order_id,customer_id,customer_name,email,product,quantity,order_amount,order_date,status,region
1047,7939,Sandra Aguilar,russellwilliams@example.com,Tablet,1,17.06,2025-11-23,processing,East
1048,8239,Rebecca Valencia,jason31@example.com,Keyboard,7,1126.2,2026-03-24,pending,North
1050,1685,Rita Keith,whitesandra@example.com,Tablet,6,1798.97,2026-04-02,pending,East
1051,5088,Sharon Cochran,erik16@example.org,Laptop,6,1562.43,2026-03-12,delivered,South
1052,3662,Courtney Velasquez,ybailey@example.org,Phone,7,59.32,2026-03-05,shipped,West
1053,5065,Matthew Ross,michelle45@example.net,Tablet,3,1576.88,2025-11-14,pending,West
1054,8711,Meghan Anthony,sheila14@example.org,Phone,4,1635.01,2026-04-25,delivered,East
1055,4728,Victoria Johnson,yreed@example.com,Phone,1,1323.47,2026-02-15,delivered,East
1056,2137,William Wilson,jonathanfletcher@example.org,Tablet,6,1286.55,2026-02-22,delivered,East
1057,2889,Renee Mcdaniel,michaeljones@example.net,Tablet,3,1165.37,2026-04-27,shipped,North
1058,8119,Lisa Alvarado,cortezkevin@example.com,Tablet,6,878.42,2026-04-07,pending,West
1059,4114,Erika Terry,jamesortega@example.com,Tablet,1,1420.48,2025-12-08,pending,South
1060,8066,Stephanie Gilbert,richard04@example.com,Laptop,6,1250.08,2026-01-31,pending,East
1061,6067,Richard Lawson,steven73@example.net,Monitor,6,810.78,2025-12-26,shipped,South
1062,7888,Steven Flynn,donnacampbell@example.net,Monitor,3,1234.87,2026-03-16,shipped,West
1063,1006,Frances Cardenas,emilywalker@example.org,Tablet,5,428.26,2025-12-15,shipped,West
1064,8244,Angel Riggs,gibsonolivia@example.net,Phone,9,951.64,2026-01-11,processing,North
1065,9445,Michael Snyder,dylanwatts@example.org,Keyboard,6,195.84,2026-02-21,processing,East
1066,4262,Colleen Brock,pwilliams@example.org,Phone,1,101.97,2026-03-08,delivered,North
1067,7790,Robert Contreras,stephanie79@example.net,Keyboard,4,1439.51,2026-01-08,delivered,West
1068,4997,Jessica Meadows,vmerritt@example.com,Phone,1,1786.39,2026-01-22,pending,West
1069,3881,Paul Larsen,katie87@example.net,Keyboard,8,109.93,2026-03-09,processing,North
1070,3184,Jeremiah Reeves,josephflores@example.net,Monitor,9,1975.91,2026-01-08,shipped,West
1071,9270,Chris Reyes,jasminebrown@example.com,Monitor,9,897.37,2025-11-29,processing,West
1072,5246,John Brown,xprice@example.net,Phone,5,1533.97,2026-01-09,delivered,South
1073,8206,Alicia Gilmore,wwoods@example.com,Laptop,5,476.64,2026-02-23,shipped,East
1074,2320,Sarah Ashley,vmedina@example.net,Phone,3,470.21,2025-12-17,processing,South
1075,7797,Stephanie Freeman,ryan06@example.com,Monitor,6,1089.8,2026-04-18,delivered,North
1076,7883,Rebecca Ramsey,ncalhoun@example.net,Monitor,10,1892.66,2026-03-13,pending,West
1077,1096,James Elliott,millerroy@example.com,Tablet,5,1509.42,2026-01-02,pending,South
1078,4595,David Murphy,wmurphy@example.com,Tablet,7,976.43,2025-12-31,delivered,East
1079,7624,Trevor Fisher,ruizkaitlyn@example.org,Phone,8,1839.89,2025-11-14,pending,West
1080,1444,Mrs. Marie Harrington DDS,herringjames@example.org,Laptop,7,280.04,2025-12-04,delivered,South
1081,5262,Cynthia Wells,elliottjeffery@example.net,Monitor,6,431.2,2026-04-22,shipped,East
1082,5558,Jacob Obrien,stricklandfrank@example.com,Monitor,5,1671.47,2026-01-27,delivered,North
1083,1853,Alexander Collins,tsanders@example.org,Tablet,4,1303.79,2025-12-17,pending,North
1084,4266,Michael Burton,terrykevin@example.net,Laptop,10,313.24,2026-03-02,processing,West
1085,2874,Barbara Riggs,reedross@example.com,Keyboard,4,935.42,2025-11-14,shipped,East
1086,2876,Matthew Smith,gshort@example.com,Phone,5,225.12,2026-03-23,pending,East
1087,7149,Madison Poole,ryangross@example.net,Monitor,4,161.23,2025-12-08,processing,North
1088,5941,Robert Medina,umarshall@example.net,Keyboard,2,1594.49,2025-11-07,pending,East
1089,8018,Samuel Rivas,ramirezshannon@example.com,Tablet,2,1016.86,2025-12-19,shipped,North
1090,9031,Mary Rogers,lrosales@example.com,Laptop,7,1921.97,2026-01-17,,South
1091,3885,Robert Peterson,angela83@example.org,Keyboard,5,1235.67,2026-01-13,delivered,West
1092,5397,Jason Peters,hannahbrewer@example.com,Tablet,4,1663.15,2026-01-13,pending,East
1093,4995,Alan Phillips,tholt@example.net,Monitor,10,1224.56,2026-01-09,delivered,East
1094,9098,Kara Schmidt,jbarajas@example.com,Tablet,3,980.22,2026-04-27,shipped,East
1095,5581,Jesse Parker,davidlee@example.org,Keyboard,5,1116.02,2026-02-06,processing,North
1096,7658,Tiffany Vaughn,javierwashington@example.net,Monitor,9,1518.75,2026-03-04,delivered,West
1097,1282,Paige Carlson,wallkenneth@example.com,Laptop,5,450.98,2026-01-10,processing,East
1098,7046,Adrian Ferguson,brandon08@example.com,Monitor,9,1066.53,2025-11-16,delivered,East
1099,8434,Beth Oneill,agarcia@example.net,Tablet,5,510.29,2026-02-03,pending,South
1100,2958,John Peterson,kingmichelle@example.org,Keyboard,3,391.17,2026-02-13,delivered,East
1101,9595,Jennifer Jones,hernandezlisa@example.com,Keyboard,5,1961.22,2025-12-05,processing,East
1102,6912,David Grant,yobrien@example.net,Phone,5,38.16,2026-03-07,processing,East
1104,1200,Marc Lynch,mezajared@example.org,Keyboard,5,944.1,2026-04-08,delivered,East
1105,1841,Brad Allen,moorericky@example.net,Tablet,8,237.03,2026-03-18,pending,West
1106,2213,Doris Hall,jacqueline71@example.net,Keyboard,1,311.94,2025-12-30,shipped,North
1107,2940,Dennis Moody,ronaldstephens@example.net,Keyboard,7,1216.57,2026-03-02,processing,West
1108,8253,Derek Thomas,martinkyle@example.net,Tablet,10,1980.16,2026-01-09,shipped,North
1109,2625,Tammy Gonzales,sbarker@example.com,Phone,4,536.65,2025-11-29,pending,South
1110,3847,Kathryn Snyder,georgepamela@example.net,Keyboard,2,321.5,2026-03-04,delivered,West
1111,8699,David Davis,keyemily@example.com,Tablet,1,470.64,2025-11-09,shipped,West
1112,4824,Pamela Thompson,lmoon@example.net,Tablet,10,1325.75,2026-04-16,processing,West
1113,9922,Robert Costa,vbailey@example.com,Phone,3,1817.74,2026-04-05,processing,North
1114,3718,Shannon Rivera,zroberts@example.net,Tablet,10,1500.43,2026-04-19,shipped,West
1116,1653,April Booth,mgutierrez@example.net,Monitor,6,1211.39,2026-04-14,pending,North
1117,1339,Peter Garrett,harrisandrea@example.com,Tablet,10,90.06,2026-03-07,processing,West
1118,8245,Michael Martinez,jennifercollins@example.org,Tablet,3,1993.92,2025-12-23,delivered,West
1119,8700,Anna Gay,murraydavid@example.org,Tablet,7,673.28,2026-04-11,pending,South
1120,7744,Dr. Jordan Hill PhD,jsanchez@example.org,Monitor,5,1328.54,2026-02-09,delivered,North
1121,2442,Thomas Romero,michellehill@example.com,Tablet,5,653.31,2026-01-08,delivered,North
1122,9889,Richard Adams,campbellkenneth@example.net,Monitor,7,117.87,2025-11-17,shipped,West
1123,8242,Mary Grimes,wryan@example.com,Laptop,4,541.44,2025-11-25,processing,East
1124,8941,Kimberly Gibson,molly39@example.com,Laptop,1,1946.56,2026-01-12,processing,South
1125,1224,Reginald Williams,zthornton@example.com,Keyboard,7,195.49,2026-02-14,pending,West
1127,8736,Evelyn Garcia,dgarcia@example.org,Phone,8,1107.02,2026-01-01,delivered,South
1128,9327,Jennifer Pena,charlesharrington@example.com,Phone,2,559.73,2025-12-02,delivered,East
1129,5377,Michael Santos,melissa86@example.com,Laptop,5,1454.84,2025-12-26,delivered,South
1130,9824,Stacy Freeman,williamsonjimmy@example.net,Monitor,6,671.56,2026-01-10,delivered,West
1131,4090,Yolanda Francis,wgood@example.net,Phone,10,772.11,2026-02-11,delivered,North
1132,8749,Ashlee Jackson,rebecca05@example.org,Monitor,7,1976.94,2026-02-12,processing,West
1133,3068,James Thomas,yknight@example.org,Keyboard,10,670.67,2026-04-25,pending,West
1134,9617,Bob Pitts,tyleraguilar@example.org,Monitor,1,1447.66,2026-04-09,delivered,South
1135,8692,David Scott,nolansteven@example.com,Tablet,6,1250.29,2026-04-15,delivered,North
1136,9742,Brooke Alexander,vanessa46@example.net,Monitor,6,1257.33,2026-02-09,delivered,North
1137,2121,Ryan Gonzalez,gcastaneda@example.org,Phone,5,1994.88,2025-11-27,pending,West
1138,2646,Ian Phillips,andrew64@example.org,Monitor,3,1391.06,2026-04-09,pending,North
1139,1919,Melissa Garner,lozanojulie@example.com,Tablet,6,755.93,2026-02-10,processing,South
1140,7751,Crystal Pham,danaoliver@example.net,Keyboard,3,348.27,2025-12-20,pending,West
1141,4945,Patricia Becker,courtneyberger@example.net,Monitor,10,294.8,2025-11-27,delivered,East
1142,5183,Richard Johnson,jessica14@example.com,Laptop,8,1803.41,2026-01-07,processing,North
1143,6661,Casey Anderson,alyssa42@example.com,Keyboard,5,1281.49,2026-01-11,delivered,East
1145,6881,Brenda Levy,zcoffey@example.net,Keyboard,5,1985.46,2026-01-27,shipped,North
1146,7484,Richard Smith,gibsonemily@example.net,Tablet,1,1136.2,2025-11-17,pending,West
1147,4770,James Little,daniel37@example.org,Keyboard,6,445.82,2026-02-20,processing,East
1148,3240,Terri Murphy,deborahreid@example.com,Laptop,1,624.78,2025-11-12,delivered,North
1150,4289,David Medina,qchavez@example.net,Phone,9,1754.16,2026-03-21,shipped,East
1151,5210,Kimberly Matthews,nicolepena@example.com,Monitor,5,1495.65,2026-03-23,shipped,North
1152,2233,Teresa Ramirez,jeff73@example.com,Phone,4,1721.68,2026-01-05,delivered,East
1153,7464,Michael Stephens,bruce43@example.org,Laptop,5,1077.78,2026-04-11,delivered,East
1154,5295,Samantha Davis,darleneharper@example.org,Keyboard,7,1646.61,2025-11-13,shipped,North
1155,4830,Gavin Zhang,caseyhubbard@example.org,Monitor,1,1242.9,2025-11-13,shipped,South
1156,2035,Robin Hall,kristinacarlson@example.com,Monitor,5,1301.99,2025-11-20,pending,South
1157,1609,Brianna Anderson,lauren10@example.org,Tablet,8,241.08,2026-04-23,processing,South
1158,8432,Richard Young,alfred40@example.org,Tablet,9,844.06,2026-01-25,processing,West
1159,2622,Kelly Reese,xwest@example.net,Monitor,10,822.15,2025-11-18,shipped,North
1160,7070,Jodi Walker,acostaregina@example.net,Phone,8,894.94,2025-11-09,processing,East
1161,7018,Judith Maynard,lutzmelanie@example.com,Keyboard,6,130.49,2026-04-09,shipped,South
1162,8450,Katherine Browning,lammarc@example.org,Laptop,4,1286.99,2026-04-03,pending,North
1163,4990,Donald Schultz,oscar98@example.com,Phone,10,418.36,2026-02-08,processing,South
1164,6383,Larry Garcia,farrelldebra@example.net,Phone,10,15.64,2026-03-06,processing,South
1165,5106,Cindy Hayes,robertwilcox@example.com,Phone,2,1325.5,2025-12-17,pending,South
1166,6869,Brandon Simmons,nicholas27@example.org,Phone,10,654.31,2026-05-01,processing,East
1167,3076,Bradley Reynolds,lisa80@example.net,Monitor,9,236.16,2026-04-21,pending,West
1168,6931,Kristina Santiago,qgomez@example.com,Keyboard,10,227.02,2026-01-10,processing,North
1169,9543,Michelle Schmitt,michael98@example.org,Tablet,8,1290.25,2025-11-17,pending,North
1170,7580,John Boone,megan51@example.com,Monitor,2,985.64,2026-01-02,delivered,North
1171,6277,Renee Bruce,lynchdiane@example.net,Keyboard,3,140.71,2026-04-14,shipped,East
1172,9692,Christopher Park,sandra50@example.org,Tablet,8,1016.05,2026-01-27,delivered,North
1173,2874,Kylie Morales,joycebonilla@example.org,Keyboard,4,865.84,2025-11-06,processing,West
1174,8430,Cindy Barnes,eric45@example.net,Monitor,7,1461.93,2026-02-07,shipped,West
1175,5176,Sophia Moore,craigjoseph@example.net,Tablet,3,1376.77,2026-02-13,delivered,North
1176,2398,Lawrence Perry,kariwilson@example.com,Laptop,7,202.16,2026-04-11,pending,South
1177,1982,Michael Watkins,brandon69@example.org,Keyboard,9,1127.75,2025-12-13,pending,West
1179,9313,Paul Thompson,opatel@example.net,Phone,3,1316.91,2025-12-08,processing,North
1180,7022,Mary Gomez,chensley@example.com,Laptop,5,1152.46,2026-02-04,delivered,North
1181,5381,Thomas Atkins,tberry@example.net,Laptop,3,553.81,2025-11-30,shipped,East
1182,1100,Brian Smith,george97@example.net,Phone,3,1136.98,2026-02-04,delivered,North
1183,1502,Anita Richard,ryanmorales@example.org,Laptop,9,438.11,2026-03-29,delivered,West
1184,3578,Eric Morgan,kimberly18@example.net,Tablet,5,1445.98,2026-02-06,pending,North
1185,3579,Jordan Bullock,michael23@example.org,Keyboard,1,1351.2,2026-03-26,shipped,West
1186,7947,Craig Morrison,thompsonkendra@example.com,Monitor,10,889.67,2025-11-16,shipped,South
1187,2864,Justin Riley,michelle52@example.com,Tablet,7,230.67,2025-12-24,delivered,East
1188,4612,Jeremy Turner,brittany58@example.org,Monitor,10,119.02,2026-04-23,processing,East
1189,3248,Jesse Brown,chase19@example.net,Tablet,5,662.96,2026-03-11,pending,West
1190,3878,Julie Spencer,colelisa@example.net,Phone,7,1069.84,2026-01-14,processing,East
1191,7505,Larry Mason,hayeslisa@example.com,Laptop,7,47.3,2026-04-16,pending,East
1192,8033,Mrs. Maria Williams,hritter@example.net,Keyboard,7,1421.9,2025-12-08,delivered,East
1193,7636,Helen Hardin,vortiz@example.net,Laptop,6,352.03,2026-04-05,delivered,East
1194,8155,Rachel Holland,riveraangela@example.com,Laptop,4,877.0,2026-04-12,delivered,North
1195,6083,Nathaniel Douglas,mathewaguilar@example.org,Tablet,4,672.81,2026-01-23,processing,North
1196,2868,Emily Douglas,tanderson@example.org,Keyboard,9,395.87,2025-12-25,shipped,East
1197,3419,James Conner,elizabethcalderon@example.net,Phone,2,301.42,2025-11-20,processing,South
1198,3504,Susan Davis DDS,andrew42@example.org,Laptop,3,1903.07,2025-12-01,delivered,West
1199,8354,Ralph Lee,ericphillips@example.org,Keyboard,10,653.18,2025-12-11,shipped,South
1200,2118,Kimberly Rodgers,stanleynancy@example.net,Monitor,8,1266.46,2026-01-12,shipped,North
1201,9312,James Martin,jenniferwilliams@example.com,Laptop,5,928.87,2026-02-03,pending,North
1202,5703,Cynthia Wallace,karen73@example.net,Laptop,2,1233.87,2026-01-30,delivered,West
1203,1672,Vincent Mueller,michealvalentine@example.com,Monitor,10,1307.16,2025-12-07,shipped,West
1204,3471,Douglas Reyes,mburch@example.net,Laptop,8,215.97,2025-12-27,shipped,North
1205,3827,David Davidson,angela18@example.org,Laptop,4,1418.17,2025-12-26,delivered,South
1207,6482,Stacey Arias,gbrown@example.com,Laptop,6,198.07,2025-11-24,delivered,East
1208,3463,Zachary Brooks,florescory@example.net,Tablet,2,1169.65,2026-03-01,processing,East
1209,7421,Raven Taylor,samantha72@example.net,Phone,10,1420.58,2026-02-14,pending,East
1210,7171,Luis Bullock,scottmary@example.net,Tablet,3,1343.53,2025-12-12,pending,West
1211,6928,Lisa Henderson,john10@example.org,Laptop,6,624.64,2025-12-25,processing,East
1212,4145,Riley Bryant,copelandvincent@example.net,Phone,3,318.34,2025-12-31,shipped,North
1213,9843,Jose Allen,kellysmith@example.com,Keyboard,1,1327.24,2025-12-26,processing,West
1215,7731,Rachel Romero,myerstheodore@example.net,Tablet,4,1939.48,2026-04-23,shipped,West
1216,9749,James Burgess,kristina53@example.net,Phone,5,1931.54,2026-03-06,delivered,South
1218,3267,Carrie Maxwell,epollard@example.net,Tablet,1,1285.95,2026-03-14,shipped,North
1219,3042,Chad Baldwin,mjohnson@example.org,Tablet,2,1528.6,2025-12-23,shipped,West
1220,3414,Stacey Stewart,zachary87@example.com,Monitor,2,1893.36,2025-12-24,processing,West
1221,1436,Matthew Mitchell,glennmartin@example.org,Monitor,1,798.94,2026-02-04,shipped,South
1222,2337,Jessica Ross,ykline@example.com,Tablet,4,66.09,2026-01-26,pending,East
1223,3254,Kathleen Jimenez,laurie61@example.com,Laptop,5,1835.62,2026-03-28,delivered,South
1224,8349,Samantha Gardner,curtis54@example.com,Keyboard,1,1812.66,2026-01-04,pending,East
1225,3449,Mitchell Jackson,cbell@example.net,Keyboard,10,1060.27,2026-03-10,pending,East
1226,5934,Heather Bolton,danielle01@example.net,Laptop,1,484.49,2026-03-05,delivered,North
1228,8032,Jessica Martinez,kimberlydiaz@example.com,Laptop,10,712.1,2026-02-19,delivered,South
1229,2402,Amanda Hernandez,xrush@example.com,Keyboard,6,144.68,2025-11-15,pending,West
1230,1713,Laura Moreno,redwards@example.org,Monitor,6,514.76,2026-01-04,pending,East
1231,6649,Allison Lopez,hmcintyre@example.com,Phone,2,1545.29,2026-04-17,shipped,South
1233,8840,Benjamin Thompson,zosborn@example.net,Phone,3,135.57,2025-11-07,pending,North
1234,4302,Victoria Contreras,piercekelly@example.com,Laptop,4,1772.72,2026-02-18,shipped,East
1235,7524,Michelle Ho,laurahicks@example.org,Keyboard,8,514.09,2025-12-24,processing,East
1236,1783,Dr. Cynthia Snyder,angela57@example.net,Tablet,5,257.71,2026-02-02,shipped,West
1237,8204,Stephen Jones,ukey@example.com,Monitor,6,1947.71,2026-01-22,delivered,West
1238,9507,Patricia Morrow,martinezlogan@example.org,Tablet,2,1456.89,2026-01-30,pending,West
1239,3956,Michael Cooper,katrinaanderson@example.net,Keyboard,5,649.21,2025-12-01,pending,East
1240,5843,Amy Martinez,kevinmartin@example.net,Tablet,8,1209.22,2025-11-16,delivered,South
1241,8272,Travis Stone,meghan43@example.net,Tablet,8,94.29,2025-11-09,shipped,West
1242,1939,Denise Weber,shawgary@example.net,Laptop,7,732.99,2026-02-23,processing,North
1243,8179,Matthew Le,megan90@example.org,Laptop,3,143.79,2026-03-29,shipped,East
1244,1530,Travis Wise,debra96@example.net,Keyboard,3,1361.33,2026-01-26,shipped,East
1245,2259,Kathleen Burton,dawn47@example.org,Keyboard,3,1063.63,2026-01-11,delivered,East
1247,7340,Mr. Lawrence Edwards,jessica56@example.org,Keyboard,2,530.94,2025-12-23,shipped,West
1248,5678,Kayla Rodriguez,stevenadams@example.org,Monitor,4,254.05,2026-03-11,pending,West
1249,8292,Anthony Dougherty,kwright@example.com,Laptop,6,1339.0,2026-03-21,pending,East
1250,3580,Michelle Lee,tyronerobertson@example.com,Phone,6,1022.42,2026-02-17,pending,South
1251,4878,Kathleen Davis,pwagner@example.org,Monitor,1,728.18,2026-03-30,shipped,West
1252,3126,Amber Campbell,amitchell@example.org,Keyboard,2,140.84,2025-12-14,delivered,West
1253,7730,Stephen Luna,zdiaz@example.org,Monitor,10,156.76,2025-12-21,shipped,North
1254,8632,Chloe Tran,hughesshannon@example.net,Keyboard,6,265.39,2026-01-09,processing,South
1255,9238,William Becker,andersoncolin@example.com,Laptop,2,1041.02,2026-01-14,shipped,South
1256,6286,Gina Mcmillan,jameshicks@example.net,Phone,6,1895.49,2026-03-24,shipped,North
1258,3762,Brenda Velazquez,francisco94@example.net,Keyboard,10,316.85,2025-12-27,shipped,North
1259,2330,Ronald Patel,thomas05@example.com,Laptop,10,536.67,2026-04-27,processing,West
1260,1496,Veronica Silva,carlsonjoseph@example.net,Monitor,9,586.45,2025-11-27,shipped,West
1261,7653,Paula Lane,silvageorge@example.net,Tablet,8,155.22,2026-03-03,pending,South
1262,7809,Patricia James,anthonyvaughan@example.org,Monitor,8,416.01,2026-01-12,processing,East
1263,6658,Jeremy Barnes,avaughn@example.net,Monitor,3,1523.72,2026-02-12,pending,East
1264,8642,Tami Salas,thorntonapril@example.net,Laptop,5,904.7,2026-03-04,processing,North
1265,5754,Matthew Fox,sue78@example.com,Monitor,10,842.09,2026-04-22,processing,East
1266,6123,Megan Dillon,chelsea33@example.com,Phone,3,1001.55,2025-12-08,delivered,West
1267,9148,Courtney Dudley,kellie37@example.com,Laptop,2,1891.01,2026-02-15,delivered,South
1268,6781,Justin Michael,keith98@example.com,Laptop,1,569.9,2026-03-10,delivered,East
1269,1133,Jennifer Reed,kellyroberts@example.net,Laptop,7,276.53,2025-12-18,shipped,East
1271,5728,Melissa Taylor,johnsantiago@example.net,Laptop,7,1013.47,2025-12-14,shipped,North
1272,2584,David Garcia,jennifer12@example.org,Monitor,6,1591.85,2026-04-02,shipped,East
1273,4261,Vanessa Moore,mwoods@example.com,Keyboard,9,808.76,2026-03-29,pending,North
1274,3245,Matthew Velez,pearsonjesse@example.net,Tablet,8,1043.47,2026-04-25,processing,South
1275,6218,Taylor Gentry,robertmonroe@example.org,Phone,7,1981.33,2026-02-10,shipped,East
1276,9351,Jennifer Simpson DVM,nancy04@example.net,Keyboard,8,1420.39,2025-12-26,shipped,West
1277,7035,Tanya Rogers,ihays@example.net,Tablet,2,1960.0,2026-04-30,shipped,North
1278,8775,Todd Rosales MD,lisarivera@example.net,Tablet,10,1159.49,2025-12-03,pending,West
1279,9589,David Lopez,krystal93@example.org,Keyboard,7,304.07,2026-03-22,processing,North
1280,2800,Margaret Sullivan,frobertson@example.com,Phone,1,887.67,2025-12-09,delivered,South
1281,4340,Cathy Taylor,shari04@example.com,Monitor,9,1552.19,2026-01-19,delivered,North
1282,9498,Paul Finley,brandi90@example.com,Phone,9,656.85,2026-03-30,delivered,West
1283,3837,Melissa Brown,marshallerik@example.net,Monitor,9,691.23,2026-02-13,shipped,East
1284,8932,Stephanie Padilla,hannah45@example.net,Phone,4,565.22,2025-11-29,shipped,South
1285,5735,Tyler Mendoza,madkins@example.com,Phone,8,640.91,2026-02-17,shipped,East
1288,5201,Stephanie Harris,franklinbond@example.com,Monitor,4,412.12,2026-01-11,shipped,East
1289,2789,Daniel Aguilar,nolansean@example.org,Keyboard,10,486.17,2026-03-30,pending,South
1290,4814,Jose Bryant,hansenemily@example.com,Laptop,2,832.47,2025-11-22,delivered,North
1291,3252,Jennifer Velasquez,bethwilliams@example.com,Laptop,9,1956.04,2025-11-11,processing,West
1292,8793,Kimberly Brown,andersenthomas@example.com,Monitor,4,1514.26,2025-11-18,shipped,East
1293,1969,Randy Cannon,ybrooks@example.com,Laptop,10,472.12,2026-02-20,pending,South
1294,3880,Susan Bennett,desireebailey@example.org,Laptop,7,1578.04,2026-01-18,processing,East
1295,1151,Jenna Anderson DVM,avilatiffany@example.com,Tablet,10,1209.54,2026-04-25,shipped,East
1296,9901,Kimberly Patel,johnreed@example.com,Keyboard,8,1779.63,2026-01-08,pending,West
1297,4159,Shaun Cannon,pachecorobert@example.org,Laptop,6,333.36,2026-02-24,delivered,East
1298,1230,Austin Wheeler,tharper@example.org,Tablet,5,1139.88,2026-03-18,processing,South
1299,7643,Andrew Gonzales,karenparsons@example.org,Monitor,9,662.57,2025-11-29,delivered,North
1300,3303,Donna Cabrera,barbara53@example.com,Monitor,6,1872.29,2026-03-18,pending,East
1301,4858,Victoria Boyd,dturner@example.net,Monitor,5,1908.53,2026-01-26,shipped,North
1302,6890,Sheryl Buck,dpeters@example.com,Phone,1,1338.89,2026-02-27,delivered,East
1303,7642,Megan Floyd,heather62@example.com,Keyboard,5,1383.68,2026-03-25,shipped,East
1304,4618,Paul Wells,kevinzimmerman@example.com,Phone,3,961.58,2025-11-28,delivered,East
1305,9998,Kristina Faulkner,paulscott@example.com,Monitor,9,1605.97,2026-01-18,processing,South
1306,2341,Tammy Boone,nicholsmaria@example.org,Keyboard,8,1061.06,2025-11-11,shipped,North
1307,2838,Michael Morrison,lopezkathleen@example.net,Laptop,9,1806.75,2025-12-11,processing,South
1308,6375,Claire Clark,kevin03@example.org,Keyboard,8,241.32,2026-03-23,processing,West
